,split_1_CORR,S_1_RMSE,split_2_CORR,S_2_RMSE,split_3_CORR,S_3_RMSE,FEATURES,NUM_FEATURES
0,0.4572326352184792,4919.7128651347375,-0.8268721440521171,5097.646053707577,-0.2797699786379748,5648.667421220223,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_High_prev_week', 'alibaba_Price_prev_week')",4
1,0.43985740398663875,4422.113863958836,-0.8363287992261568,4326.258558596067,0.1502950662720142,5501.006859047808,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_High_prev_week', 'bitcoin_Low_prev_month')",4
2,0.261913401747443,4930.116719973668,-0.8763363064702856,4957.114605800448,-0.6896636773105832,5975.611203844434,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_High_prev_week', 'bitcoin_Low_prev_week')",4
3,0.3986938254496448,4473.344817470898,-0.8576604613849993,5137.790347899071,-0.5205292247509764,5914.23403168347,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_High_prev_week', 'bitcoin_High_prev_month')",4
4,0.35148249906316237,4654.821337900012,0.4903644932034139,3279.5547759299666,0.7951244996225371,4744.479843278796,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_High_prev_week', 'bitcoin_High_prev_week')",4
5,0.4452433922891051,4609.43968859509,-0.8188264157013369,6591.20661806148,-0.09365699393199518,6377.94473276946,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_High_prev_week', 'cryptocurrency_Google_Trends_prev_week')",4
6,0.45951957550890493,4375.872462566852,-0.8574508145604331,5050.2165356932765,-0.5549345372248835,5893.263061789735,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_High_prev_week', 'bitcoin_Price_prev_month')",4
7,0.42926501650239574,4582.07792194362,-0.8112365203256536,4755.746471818113,-0.017581055719506206,5665.170134472676,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_High_prev_week', 'cryptocurrency_Google_Trends_prev_month')",4
8,0.42935116401828505,4442.622921209469,-0.8169359729197807,4784.314559003238,-0.08619748261641641,5487.037828429531,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_High_prev_week', 'alibaba_Low_prev_week')",4
9,0.4314978397396435,4473.590620364719,-0.6303979210862946,4073.5478061728045,0.28909551084296503,5553.23604346784,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_High_prev_week', 'month-1')",4
10,0.42398344563905793,4347.420974021184,-0.8441905091701529,4402.508593888469,0.02557223368722143,5036.9406698327075,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_High_prev_week', 'month-2')",4
11,0.43874560015159064,4556.98515582742,-0.8751257670576403,4565.242043892908,-0.34494502390951365,5678.796731730683,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_High_prev_week', 'alibaba_Low_prev_month')",4
12,0.4289113762097431,4406.581774140394,-0.8690357339214099,5614.961992073473,-0.5334649978548702,5388.558787866355,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_High_prev_week', 'alibaba_Price_prev_month')",4
13,0.426799332764103,4403.147670760412,-0.8673335561351723,6062.913728205452,-0.24449143521689984,5662.035165461568,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_High_prev_week', 'alibaba_High_prev_month')",4
14,0.44826701324484686,4727.67271287339,0.635219617205492,2695.6670017625547,0.37299919174884866,5488.672929495157,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_High_prev_week', 'amazon_High_prev_month')",4
15,0.42509045239352444,4403.567994520658,-0.8222220732676356,5395.517187450703,0.16728681034885248,5503.093778192755,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_High_prev_week', 'amazon_Low_prev_week')",4
16,0.4278062529670722,4450.558942956769,-0.8180313197276547,5539.258036318984,0.2854710584648865,5487.619358891903,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_High_prev_week', 'amazon_Price_prev_week')",4
17,0.4264632010256457,4404.0461234759505,-0.8211409264107307,5230.56560728569,0.08151828026309861,5573.380401232668,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_High_prev_week', 'amazon_High_prev_week')",4
18,-0.6835702414374992,7958.694322325527,0.5036931281173042,1963.9731018676164,-0.31164574067502604,4535.761462041193,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_High_prev_week', 'economy_pos_sents_prev_week')",4
19,0.5037384774379935,6550.329664109962,0.5065961647837747,2281.9529504487487,-0.20164690677313343,5244.044134704208,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_High_prev_week', 'economy_pos_sents_prev_month')",4
20,0.4341928964115213,4383.549197126733,-0.8401804180194421,4119.310272698509,-0.09477825463235535,5534.582861083529,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_Price_prev_week', 'bitcoin_Low_prev_month')",4
21,0.2711726062937887,4887.134554540494,-0.8804884357928078,4853.694234080013,-0.7082596787146003,5989.18356576696,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_Price_prev_week', 'bitcoin_Low_prev_week')",4
22,0.3917809467083379,4399.208512698709,-0.8605967286149425,4983.6590538105265,-0.5548672282614469,5939.160364723699,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_Price_prev_week', 'bitcoin_High_prev_month')",4
23,0.34869084109296766,4615.603561352435,0.9273350532102135,2905.655454709595,0.7837644758379659,4763.297602708788,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_Price_prev_week', 'bitcoin_High_prev_week')",4
24,0.44741666743738023,4714.629562240146,-0.8203498172878676,6877.951973633521,0.1987401173896699,5795.726648943927,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_Price_prev_week', 'cryptocurrency_Google_Trends_prev_week')",4
25,0.4541786351869973,4336.837485220776,-0.8615989197288679,4860.302533001596,-0.5106843273870838,5883.027729008307,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_Price_prev_week', 'bitcoin_Price_prev_month')",4
26,0.42400847099494343,4506.136850297623,-0.8641255446599089,9651.682414823668,0.49151766503384076,5477.846741578085,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_Price_prev_week', 'cryptocurrency_Google_Trends_prev_month')",4
27,0.44426812616761463,4644.306670651129,-0.8718702776311757,5739.063325571745,0.49612894576805683,3155.8037844375694,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_Price_prev_week', 'alibaba_Low_prev_week')",4
28,0.4254710544045131,4404.9775071130625,-0.7507741391710354,4520.412118202811,0.5668905202415516,4789.667568276555,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_Price_prev_week', 'month-1')",4
29,0.43218931009240313,4522.84706380976,-0.847776306023558,4268.875857655036,0.03014486222479563,5011.85011319808,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_Price_prev_week', 'month-2')",4
30,0.4240824797361673,4371.47091916151,-0.86226668264793,5094.502506011839,-0.3420725039569234,5713.826894687826,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_Price_prev_week', 'alibaba_Low_prev_month')",4
31,0.4261328986690001,4391.901481401736,0.8418634939921088,892.9600664933819,-0.3950081841122975,5653.168643311158,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_Price_prev_week', 'alibaba_Price_prev_month')",4
32,0.42939082492815267,4434.264136062384,-0.8549657250461148,6316.1909695912145,-0.023766712073154332,5676.117204312837,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_Price_prev_week', 'alibaba_High_prev_month')",4
33,0.4248598701945786,4383.726324843658,0.10615525310684447,5776.848363732906,0.40420472769137183,5484.372292841546,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_Price_prev_week', 'amazon_High_prev_month')",4
34,0.42417058050993867,4399.44198369027,-0.8108580054903347,5573.8745100272845,0.27605927884848785,5457.820414964564,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_Price_prev_week', 'amazon_Low_prev_week')",4
35,0.4228352786457835,4379.00163220521,0.7509012727606332,3559.994927790213,0.2537961993623906,5426.131357450936,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_Price_prev_week', 'amazon_Price_prev_week')",4
36,0.421956226159252,4380.844039332217,-0.8144357751016221,5734.499888918478,0.21531234996277232,5568.881360700904,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_Price_prev_week', 'amazon_High_prev_week')",4
37,-0.6025365070110285,7525.8142839419015,0.4976316453606257,2335.6538853467164,-0.3991703509303105,4917.508053711526,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_Price_prev_week', 'economy_pos_sents_prev_week')",4
38,0.47175221480132495,6689.541490142427,0.5011301723187636,2433.041652555307,-0.3699495768020974,8572.419829441053,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'alibaba_Price_prev_week', 'economy_pos_sents_prev_month')",4
39,0.267635074497589,5017.841554378379,-0.9064447669906255,4230.128568389944,-0.6926322305867405,5869.054768358247,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'bitcoin_Low_prev_month', 'bitcoin_Low_prev_week')",4
40,0.42119637944703875,4543.417198508292,-0.8687564793072722,4446.810499359202,-0.6002423742232138,5824.3507304040595,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'bitcoin_Low_prev_month', 'bitcoin_High_prev_month')",4
41,0.3589000002058615,4772.090718553697,0.9233282721406031,2392.372114560428,0.8262697786788787,4660.3115753799775,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'bitcoin_Low_prev_month', 'bitcoin_High_prev_week')",4
42,0.4503149375127108,4425.864117810846,-0.8813582218136513,3997.376042865264,-0.12800305626025513,5435.549854769241,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'bitcoin_Low_prev_month', 'cryptocurrency_Google_Trends_prev_week')",4
43,0.46354370760698155,4492.798591961211,-0.8724135745729013,4373.563264889194,-0.5521412038097298,5780.569641982191,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'bitcoin_Low_prev_month', 'bitcoin_Price_prev_month')",4
44,0.4374222623702603,4619.379209842945,-0.8353909867264443,3762.9160525154557,-0.27393259443560186,5566.129070729064,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'bitcoin_Low_prev_month', 'cryptocurrency_Google_Trends_prev_month')",4
45,0.4408951174261062,4437.558968134298,-0.8163113069060475,5275.30269861176,0.4514375083652876,5450.900194239972,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'bitcoin_Low_prev_month', 'alibaba_Low_prev_week')",4
46,0.4399877435853894,4644.6746968464,-0.3093585363735238,3643.4763166949538,-0.209191740818304,5538.403321306782,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'bitcoin_Low_prev_month', 'month-1')",4
47,0.4495649864338628,4533.0736949196535,-0.05171775011410936,3601.843283344124,0.10821620246672814,4907.495921125336,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'bitcoin_Low_prev_month', 'month-2')",4
48,0.44954874357043584,4534.492472542179,-0.8609206335927683,5311.9522407762315,0.37520262375481234,5623.194622483034,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'bitcoin_Low_prev_month', 'alibaba_Low_prev_month')",4
49,0.44630691388201693,4478.349390578235,-0.8641000018184086,4348.797923420194,-0.0594847817532132,5588.606560994306,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'bitcoin_Low_prev_month', 'alibaba_Price_prev_month')",4
50,0.44779336295384903,4507.666452735564,-0.8631663834877061,5037.7054476943995,0.1632811568428908,5602.599562971274,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'bitcoin_Low_prev_month', 'alibaba_High_prev_month')",4
51,0.45608786202286167,4597.251564073575,-0.9046427870467562,14006.14977721943,-0.06505363351880354,6333.24089409357,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'bitcoin_Low_prev_month', 'amazon_High_prev_month')",4
52,0.44489172527638576,4493.289243495707,-0.9059223383437841,6287.249980703262,-0.10567756405781208,5628.940198877643,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'bitcoin_Low_prev_month', 'amazon_Low_prev_week')",4
53,0.4408588618421082,4459.4875310725765,-0.8796949463734864,3574.1081237469916,-0.29736981249889133,5619.72213370111,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'bitcoin_Low_prev_month', 'amazon_Price_prev_week')",4
54,0.44439251754934445,4489.78031191206,-0.9023226343304438,5118.889045669969,-0.5638314407926749,7602.379333576799,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'bitcoin_Low_prev_month', 'amazon_High_prev_week')",4
55,0.4558288113501037,5067.429896887067,-0.8477477506918404,3925.704952059558,-0.21590808547520032,5539.738300174533,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'bitcoin_Low_prev_month', 'economy_pos_sents_prev_week')",4
56,0.5028554989204042,4846.310411927409,-0.8255591616125426,3929.323201358464,-0.1440760046787676,5586.406639916542,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'bitcoin_Low_prev_month', 'economy_pos_sents_prev_month')",4
57,0.2442727623418834,5063.29513998691,-0.8885219293400992,5282.970997968276,-0.7797086374981256,6358.877220028239,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'bitcoin_Low_prev_week', 'bitcoin_High_prev_month')",4
58,0.24309607089045115,5090.01239018062,0.7991800221148488,3296.6108151357826,0.5662680570176897,5074.084902534308,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'bitcoin_Low_prev_week', 'bitcoin_High_prev_week')",4
59,0.26052369169743617,4966.5569026778385,-0.8916246652230815,4931.652195203756,-0.6902657980669286,5842.153524547066,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'bitcoin_Low_prev_week', 'cryptocurrency_Google_Trends_prev_week')",4
60,0.28421369637214694,4969.585710706747,-0.8909253202474237,5434.839385787876,-0.7671343145498246,6232.621240154854,"('bitcoin_Google_Trends_prev_month', 'bitcoin_Google_Trends_prev_week', 'bitcoin_Low_prev_week', 'bitcoin_Price_prev_month')",4
